;;;;;;;
;;;;;;;
;;;;;;;
Код;Наименование товара;;"Страна-
производитель";"Цена за ед.
изм.";"Код 
валюты";Фасовка;"Ед. 
изм."
;;;;;;;
;Мясо;;;;;;
;Говядина премиальная;;;;;;
;Мраморная говядина зернового откорма свежемороженая;;;;;;
;Толстый край зачищенный Cube Roll зернового откорма свежемороженный;;;;;;
УТ-00004409;Картофель фри 8x12 с/кож для соуса 2 кг Finest, 402.005, Farm Frites, Бельгия;;Бельгия;701;РУБ;кор (6 шт);шт
УТ-00020212;"Картофель фри без панировки ""Triumph"" 9х9 мм 2,5 кг с/м, TR46, Fry Me, Россия";;Россия;394;РУБ;кор (5 шт);шт
УТ-00020210;"Картофель фри с панировкой ""Expert"" 9х9 мм 2,5 кг с/м, FMS9, Fry Me, Россия";;Россия;512;РУБ;кор (5 шт);шт
УТ-00019222;Картофель фри Стейкхаус 9х18 2,5 кг с/м, 160, FINE FOOD, Турция;;Турция;457;РУБ;кор (6 шт);шт
УТ-00003101;Картофель фри Стейкхаус 9х18 2,5 кг, 257.012, Farm Frites, Бельгия/Нидерланды;;Бельгия/Нидерланды;746;РУБ;кор (5 шт);шт
;Картофельные специалитеты;;;;;;
УТ-00004109;Картофель Алфавит 1 кг, 659.003, Farm Frites, Бельгия;;Бельгия;395;РУБ;кор (10 шт);шт
УТ-00001261;КАРТОФЕЛЬ дольки с/кож 2,5 кг, 337.001/337.034, Farm Frites, Нидерланды/Бельгия/Польша;;Нидерланды/Бельгия/Польша;715;РУБ;кор (4 шт);шт
СП-00003172;"Картофель дольки со специями ""Premium"" 2,5 кг с/м, W01, Fry Me, Россия";;Россия;735;РУБ;кор (4 шт)  кор (5 шт);шт
УТ-00002565;Картофель дольки со специями 2,5 кг, 332.004/375.001, Farm Frites, Бельгия;;Бельгия;851;РУБ;кор (4 шт)  кор (5 шт);шт
УТ-00019559;Картофель крокеты 1,5 кг с/м, Feast, Турция;;Турция;350;РУБ;кор (6 шт);шт
УТ-00003493;Картофельные котлеты круглые (маленькие Ростисы) 2,5 кг, 698.015/787.001, Farm Frites, Бельгия;;Бельгия;1 034;РУБ;кор (4 шт);шт
УТ-00003103;Картофельные котлеты Хэш Браунс треугольные 2,5 кг, 712.002/788.001/788.003, Farm Frites, Бельгия;;Бельгия;932;РУБ;кор (4 шт);шт
;Аппетайзеры;;;;;;
УТ-00001275;Аппетайзеры луковые кольца (рубленые) в панировке 1 кг, 902.004/924.003/549.004, Farm Frites, Нидерланды;;Нидерланды;489;РУБ;кор (6 шт);шт
;Традиционные картофельные продукты;;;;;;
УТ-00002990;Картофель пюре 2,5 кг, 647.003, Farm Frites, Бельгия;;Бельгия;796;РУБ;кор (4 шт);шт
;;;;;;;
;Консервация;;;;;;
;Джемы, конфитюры, мед;;;;;;
СИ-00001113;ДЖЕМ абрикос дип-пот 20 г 140 шт/кор, ГЕК, Россия;;Россия;5,52;РУБ;кор (140 шт);шт
УТ-00003716;Джем апельсин дип-пот 20 г 140 шт/кор, РУКОНТ, Россия;;Россия;5,16;РУБ;кор (140 шт);шт
СИ-00001465;ДЖЕМ вишневый 310 г ст/б ГОСТ, Юнона, Россия;;Россия;99;РУБ;кор (12 шт);шт
СИ-00001114;ДЖЕМ вишня дип-пот 20 г 140 шт/кор, ГЕК, Россия;;Россия;5,52;РУБ;кор (140 шт);шт
СИ-00000313;ДЖЕМ клубничный 310 г ст/б ГОСТ, Кормилица, Россия;;Россия;99;РУБ;кор (12 шт);шт
СИ-00001424;ДЖЕМ клубничный дип-пот 20 г 140 шт/кор, ГЕК, Россия;;Россия;5,52;РУБ;кор (140 шт);шт
СИ-00001115;ДЖЕМ малина дип-пот 20 г 140 шт/кор, ГЕК, Россия;;Россия;5,52;РУБ;кор (140 шт);шт
УТ-00004534;Мед дип-пот 20 г 140 шт/кор, РУКОНТ, Россия;;Россия;7,61;РУБ;кор (140 шт);шт
СИ-00002636;Мед натуральный липовый 1 кг, Цветочная поляна, Россия;;Россия;200;РУБ;кор (4 шт);шт
УТ-00018730;Мед натуральный цветочный 1 кг, Цветочная поляна, Россия;;Россия;204;РУБ;кор (4 шт);шт
УТ-00002144;МЕД цветочный 1 кг, Россия;;Россия;196;РУБ;кор (8 шт);шт
УТ-00002771;Повидло яблочное 600 г, Deland, Россия;;Россия;90;РУБ;кор (8 шт);шт
;Грибная консервация;;;;;;
СИ-00000131;Грибы грузди маринованные 580 мл/530 г ст/б, Кормилица, Китай;;Китай;182;РУБ;кор (12 шт);шт
СИ-00000132;Грибы маслята маринованные 580 мл/530 г ст/б, Кормилица, Китай;;Китай;185;РУБ;кор (12 шт);шт
УТ-00003353;Грибы опята маринованные 580 мл / 530 г ст/б, Кормилица, Китай;;Китай;205;РУБ;кор (12 шт);шт
УТ-00009940;ГРИБЫ опята целые (намеко) отборные 2840 г/3100 мл, SunFeel, Китай;;Китай;972;РУБ;кор (6 шт);шт
УТ-00001007;Грибы шампиньоны резаные 3100 мл/2840 г, DELCOFF, Китай;;Китай;374;РУБ;кор (6 шт);шт
УТ-00017277;Грибы шампиньоны резаные 3100 мл/2840 г, FALANI, Китай;;Китай;382;РУБ;кор (6 шт);шт
СИ-00000910;Грибы шампиньоны резаные 3100 мл/2840 г, FERRAGOSTO, Китай;;Китай;529;РУБ;кор (6 шт);шт
УТ-00017307;Грибы шампиньоны резаные 3100 мл/2840 г, UmNo, Китай;;Китай;435;РУБ;кор (6 шт);шт
СИ-00001427;ГРИБЫ шампиньоны резаные 425 мл / 400 г, FERRAGOSTO, Китай;;Китай;66;РУБ;кор (12 шт);шт
;Овощная консервация;;;;;;
УТ-00019454;Артишоки по-римски целые в масле ст/б 1,7 л/1,5 кг, AnnaBella, Италия;;Италия;1 547;РУБ;кор (6 шт);шт
УТ-00019455;Артишоки целые в собственном соку ж/б 2600 мл/2450 г, AnnaBella, Италия;;Италия;1 113;РУБ;кор (6 шт);шт
СИ-00002641;Горошек ж/б 425 мл/400г, Good Willi, Россия;;Россия;60;РУБ;кор (12 шт);шт
СИ-00001972;ГОРОШЕК зеленый ГОСТ ж/б 3100 мл, Кормилица, Россия;;Россия;385;РУБ;кор (2 шт)  кор (4 шт);шт
УТ-00004663;ГОРОШЕК зеленый ж/б 3100 мл / 2950 г, Скатерть-Самобранка, Россия;;Россия;399;РУБ;кор (4 шт)  кор (6 шт);шт
СИ-00001520;ГОРОШЕК зеленый ж/б 420 г, Юнона, Россия;;Россия;73;РУБ;кор (12 шт);шт
СИ-00000386;Горошек зеленый ж/б 425 мл / 400 г в/с, ПРАКТИК, Россия;;Россия;61;РУБ;кор (12 шт);шт
УТ-00004149;ГОРОШЕК зеленый ж/б 425 мл/400 г, Bonduelle, Россия/Венгрия;;Россия/Венгрия;111;РУБ;кор (12 шт)  кор (18 шт);шт
УТ-00005867;Горошек зеленый ж/б 4250 мл / 4100 г, SunFeel/MaySun, Сербия;;Сербия;1 075;РУБ;кор (3 шт)  кор (6 шт);шт
СИ-00002162;ИКРА кабачковая ГОСТ 480 г, Кормилица, Россия;;Россия;73;РУБ;кор (12 шт);шт
СИ-00002164;ИКРА кабачковая ГОСТ 520 г, AVEDOV, Россия;;Россия;70;РУБ;кор (8 шт);шт
УТ-00019456;Каперсы плоды с хвостиками в уксусе 15/18, 580 мл/550 г, AnnaBella, Италия;;Италия;521;РУБ;кор (6 шт);шт
УТ-00001552;Каперсы почки в уксусе 580 мл/550 г ст/б, Oliveto, Россия;;Россия;316;РУБ;кор (12 шт);шт
УТ-00020724;Кукуруза 2650 мл/2500 г, 2650 мл/2125 г ж/б, DELCOFF/Global Village, Китай;;Китай;451;РУБ;кор (6 шт);шт
СИ-00000941;КУКУРУЗА ж/б 2650 мл/2125 г, SunFeel, Китай;;Китай;494;РУБ;кор (6 шт);шт
СИ-00002624;Кукуруза ж/б 425 мл/340 г, Good Willi, Россия, Россия;;Россия;60;РУБ;кор (12 шт);шт
СИ-00002263;Кукуруза ж/б 425 мл/340 г, Юнона, Россия;;Россия;68;РУБ;кор (12 шт);шт
СИ-00002289;Кукуруза сахарная в зернах ж/б 3100 мл/2950 г/1770 г, Кормилица, Россия;;Россия;405;РУБ;кор (2 шт)  кор (6 шт);шт
СИ-00001369;КУКУРУЗА сладкая ж/б 2650 мл/2500 г, LORADO, Таиланд;;Таиланд;633;РУБ;кор (6 шт);шт
СИ-00001425;ЛЕЧО 700 г, Юнона, Россия;;Россия;103;РУБ;;шт
УТ-00016103;Люпины 314 мл/290 г ст/б, Donna Sofia, Италия;;Италия;161;РУБ;кор (12 шт);шт
УТ-00020857;Маслины б/к 280 мл/280 г ж/б, Lutik, Испания;;Испания;75;РУБ;кор (12 шт);шт
УТ-00002393;Маслины б/к 300 мл/280 г ж/б, MaySun, Испания;;Испания;80;РУБ;кор (12 шт);шт
УТ-00007618;Маслины б/к 300 мл/280 г, ISKA/FALANI, Испания;;Испания;82;РУБ;кор (12 шт)  кор (6 шт);шт
СИ-00002296;Маслины б/к 3100 мл/3000 г ж/б, Lorado, Испания;;Испания;795;РУБ;кор (6 шт);шт
СИ-00000549;МАСЛИНЫ нарезка 3100 мл/3000 г, LORADO, Испания;;Испания;857;РУБ;кор (6 шт);шт
УТ-00019458;Маслины с/к Гигант Белла Чериньола 580 мл/550 г ст/б, AnnaBella, Италия;;Италия;294;РУБ;кор (6 шт);шт
УТ-00016524;"Огурцы корнишоны маринованные 3-6 см ""По-французски"" 460 г, Дядя Ваня, Россия";;Россия;180;РУБ;кор (8 шт);шт
УТ-00013902;"Огурцы корнишоны маринованные 3-6 см ""По-французски"" 680 г, Дядя Ваня, Россия";;Россия;182;РУБ;кор (8 шт);шт
СИ-00001992;ОГУРЦЫ корнишоны маринованные 3-6 см 700 г ст/б, Юнона, Россия;;Россия;138;РУБ;кор (8 шт);шт
УТ-00001029;Огурцы корнишоны маринованные 3-6 см деликатесные 1/12 720 мл / 680 г, DELCOFF/Slimfood/Солонь, Россия;;Россия;121;РУБ;кор (12 шт);шт
УТ-00013901;"Огурцы маринованные 6-9 см ""По-берлински"" 680 г, Дядя Ваня, Россия";;Россия;166;РУБ;кор (8 шт);шт
УТ-00004349;Огурцы маринованные 6-9 см 1/12 720 мл/ 680 гр, DELCOFF, Россия;;Россия;107;РУБ;кор (12 шт);шт
СИ-00000848;ОГУРЦЫ маринованные 6-9 см 1800 г, Юнона, Россия;;Россия;236;РУБ;кор (6 шт);шт
СИ-00002605;ОГУРЦЫ маринованные 6-9 см 720 мл/680 г, LORADO, Вьетнам;;Вьетнам;112;РУБ;кор (8 шт);шт
УТ-00010267;Огурцы маринованные 7-9 см 100/110 10200 мл/9700 г, Mamminger/Wasta Konserven, Германия;;Германия;1 658;РУБ;кор (1 шт);шт
УТ-00005975;Огурцы маринованные 9-12 см 1800 г, Дядя Ваня, Россия;;Россия;212;РУБ;кор (6 шт);шт
СИ-00000241;ОГУРЦЫ с зеленью в заливке ст/б 3 л, Россия;;Россия;265;РУБ;кор (4 шт);шт
УТ-00007623;Оливки б/к 300 мл/280 г, ISKA/FALANI, Испания;;Испания;80;РУБ;кор (12 шт)  кор (6 шт);шт
УТ-00002394;Оливки б/к 300 мл/280 г, MaySun, Испания;;Испания;90;РУБ;кор (12 шт);шт
