Цены указаны на 27.01.2024 г.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Страница 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мучные и крупяные изделия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112637;;;;Белый шоколад с ванильным вкусом Sicao 32% Барри Каллебаут- 20 кг (мешок);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;20;;;кг;;;960,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;103581;;;;Вафельная крошка Callebaut ~ 2,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;2,5;;;кг;;;1780,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101289;;;;Ганаш черный шоколад Пуратос ~ 5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;5;;;кг;;;605,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;113027;;;;Глазурь Pate A Glacer Brune - 5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;4893,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Страница 95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;98482;;;;Какао-масло Белколад гранулиров. 100% Пуратос ~ 4 кг ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;4;;;кг;;;1588,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112607;;;;Какао-порошок Chocolat en poudre-1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;1;;;кг;;;1308,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111190;;;;Какао-порошок алкализованный 22-20% красный 1 кг Rouge Ultime;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;1;;;шт;;;1800,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112180;;;;Какао-порошок алкализованный Plein Arome - 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;1;;;кг;;;1887,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;113060;;;;Какао-Порошок Алкализованный Жирность 10-12% Bensdorp Барри Каллебаут - 25 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;25;;;кг;;;962,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;94213;;;;Какао-порошок Белколад алкализ. Пуратос ~ 3кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;3;;;кг;;;1403,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102847;;;;Капли термостабильные Профи-Дропс ~ 4,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,5;;;4,5;;;кг;;;466,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;113063;;;;Капсулы для трюфелей из темного шоколада 52,7% какао 25 мм 1,36 кг (504 шт);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;упак.;;;4929,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110416;;;;Концентрат Прома Фонд Тирамису;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;1;;;шт;;;1477,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;103635;;;;Крем Карат декоркрем Вайт Пуратос ~ 12 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;12;;;кг;;;377,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;116044;;;;Крем Кондитерский Master Martini Болеро Анте-Форно Кокоа 20кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;20;;;кг;;;459,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;108505;;;;Крем кондитерский Каравелла Уайт Мастер панини ~ 13кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;13;;;кг;;;301,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115174;;;;Маленькие жемчужины из тёмного шоколада с хрустящим слоем Mona Lisa 0,8 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;2114,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;116358;;;;Масло Какао Mycryo Callebaut 600г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;2316,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111184;;;;Масло какао чистое 3 кг капли Callebaut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;6780,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112287;;;;Молочный шоколад 33,6% Callebaut - 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;10;;;кг;;;1515,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111183;;;;Молочный шоколад Callebaut 33,6% - 2,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;1;;;шт;;;3910,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;113045;;;;Молочный Шоколад Fernando - 5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;1;;;шт;;;4809,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112952;;;;Молочный Шоколад Gp 0.5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;2;;;шт;;;550,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112953;;;;Молочный Шоколад Gp 2.5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,5;;;2,5;;;кг;;;940,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;113026;;;;Молочный шоколад Lactee Superieure - 5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;10560,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;113044;;;;Молочный Шоколад Salvador - 1,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;1;;;шт;;;1713,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;113043;;;;Молочный Шоколад Salvador - 5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;1;;;шт;;;5362,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114085;;;;Молочный шоколад Sicao 30,2%-31,7% 5 кг Barry-Callebaut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;5;;;кг;;;890,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114051;;;;Молочный Шоколад без Сахара GP 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;845,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102132;;;;Начинка Карат Суперкрем Натти нетермостабильная Пуратос ~ 12 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;12;;;кг;;;408,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Страница 96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;103916;;;;Шоколад молочный диски ЛЭ Селексьен Бельгия какао массы 35% Пуратос ~ 15 кг ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;15;;;кг;;;1025,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114698;;;;Шоколад молочный Ле Селексьон Пуратос ~ 8 шт*1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;1;;;кг;;;1016,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114347;;;;Шоколад тёмный 52,6% каллеты Sicao - 5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;1;;;шт;;;4289,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115164;;;;Шоколад тёмный 52% - 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;843,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112352;;;;Шоколад темный 54, 1% 20 кг Sicao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;20;;;кг;;;794,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110671;;;;Шоколад темный 54,5% 0,4 кг Barry-Callebaut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;2;;;шт;;;672,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102343;;;;Шоколад темный в блоках Нуар Селексьен Бельгия 55,5% Пуратос ~ 2,5 кг*4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;2,5;;;кг;;;981,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;107682;;;;Шоколад темный в форме палочек Триэр ~ 1,6 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,6;;;1,6;;;кг;;;887,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;97604;;;;Шоколад темный диски Белколад Ориджин Перу 64% Бельгия Пуратос ~ 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;1;;;кг;;;1445,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;97603;;;;Шоколад темный диски Белколад Ориджин Эквадор 71% Бельгия Пуратос ~ 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;1;;;кг;;;1440,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;109896;;;;Шоколад темный диски Нуар Селексьен Бельгия 55,5% Пуратос ~ 15 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;15;;;кг;;;895,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;34116;;;;Шоколад темный диски Нуар Селексьен Бельгия 55,5% Пуратос ~ 2*5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;5;;;кг;;;1116,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;103464;;;;Шоколад темный Нуар Селексьон Пуратос Бельгия ~ 8 шт*1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;1;;;кг;;;803,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101872;;;;Шоколад термостабильный (капли) Грейс Нуар Селексьон Пуратос ~ 15 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;15;;;кг;;;937,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101872;;;;Шоколад термостабильный (капли) Грейс Нуар Селексьон Пуратос ~ 15 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;15;;;кг;;;937,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114053;;;;Шоколадная глазурь из какао-бобов Ruby - 2,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;4829,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;78422;;;;Шоколадная глазурь Чипс темная (дробсы) ~ 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;639,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112638;;;;Шоколадный напиток Van Houten Ruby - 750 грамм;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;1760,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Товары для производства;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Морепродукты;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;99728;;;;Кальмар тушка неочищенный с/м НБАМР ~ 22 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;22;;;кг;;;150,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Пищевые добавки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101549;;;;Бензоат натрия ~ 25 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;213,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101534;;;;Гвоздика целая ~ 2 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;1601,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101896;;;;Добавка пищевая Рута ПроФишМикс Интенсив 1 ~25 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;25;;;кг;;;73,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102104;;;;Добавка пищевая Рутафиш Мирсол 3 ~ 10 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;760,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Страница 97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Рыба замороженная;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110590;;;;Горбуша с/м б/г потр 0,8-1,2 кг Ясный/Рейдово (НА САХАЛИН)~ 20 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;20;;;кг;;;599,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;106248;;;;Горбуша с/м б/г потрошеная 0,8-1,2 кг Хайлюля (НА ФАРШ)~ 22 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;20;;;кг;;;550,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101503;;;;Лосось ~ 5-6 кг с/м потр. с/г Salmones Pacific STAR S.A. Чили;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;;;29;;;кг;;;1599,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;40889;;;;Масляная потр б/г б/х зам ~ 3-6 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;3;;;кг;;;592,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;107651;;;;Минтай с/м б/г потрошеный 25+ Крабозаводск ~ 20 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;22;;;кг;;;115,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;109097;;;;Сельдь с/м с/г н/п атлантическая 300+ Механик Агапов ноябрь22~ 30 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;30;;;кг;;;133,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111274;;;;Сельдь с/м с/г н/п тихоокеанская 200-300 гр (НА ОВАЛ) О. Сахалин~ 20 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;20;;;кг;;;97,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;107971;;;;Скумбрия с/м с/г непотр 0,4-0,6 кг Фарерские о-ва январь23 (з181)~ 25 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;25;;;кг;;;210,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Рыбное филе;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102477;;;;Филе пангасиуса розовое с/м б/кожи 0,2 кг 5% глазурь Вьетнам ~ 10 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;329,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101819;;;;Филе сельди т/о с/м ~ 22 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,5;;;22,5;;;кг;;;128,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102565;;;;Филе тилапии с/м б/кожи 0,2 кг 5% глазурь Китай~ 10 кг ПР-ВО;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;350,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Товары для Жар-Птица;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;116581;;;;Сельдь олюторская с/с в/у вес Магадан;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;кг;;;353,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Фрукты, овощи;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Борщевой набор;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;104435;;;;Капуста Белокочанная;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;3,5;;;кг;;;45,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;107841;;;;Картофель белый фас ~ 2 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;2;;;кг;;;25,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;107841;;;;Картофель белый фас ~ 2 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;2;;;кг;;;25,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101875;;;;Картофель белый фас ~ 5 кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;5;;;кг;;;35,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;65300;;;;Картофель кг ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;28;;;кг;;;25,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;80780;;;;Картофель мытый кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;25;;;кг;;;50,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;75272;;;;Картофель фас ~ 5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;5;;;кг;;;27,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;75272;;;;Картофель фас ~ 5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;5;;;кг;;;27,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;104018;;;;Картофель фас 2 кг *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;2;;;кг;;;35,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Страница 98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Грибы;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;116156;;;;Гриб трюфель черный кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0,1;;;кг;;;60000,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;73660;;;;Грибы Вешенки 300 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;1;;;шт;;;119,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105811;;;;Грибы Вешенки 300 гр *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;1;;;шт;;;175,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;99375;;;;Грибы Вешенки свежие кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;кг;;;220,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115730;;;;Грибы Еноки Artfruit 100г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;159,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
